START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
02/24/18,01:05 PM,01:05 PM,Yankees at Pirates,LECOM Park - Bradenton,"Local Radio: KDKA 1020",02/24/18,02/24/18,04:05 PM,04:05 PM,FALSE,TRUE,02/24/18,12:05 PM,12:05 PM,FREE,BUSY
02/26/18,01:05 PM,01:05 PM,Red Sox at Pirates,LECOM Park - Bradenton,"Local Radio: MLB.com",02/26/18,02/26/18,04:05 PM,04:05 PM,FALSE,TRUE,02/26/18,12:05 PM,12:05 PM,FREE,BUSY
03/01/18,01:05 PM,01:05 PM,Blue Jays at Pirates,LECOM Park - Bradenton,"Local Radio: KDKA-FM 93.7",03/01/18,03/01/18,04:05 PM,04:05 PM,FALSE,TRUE,03/01/18,12:05 PM,12:05 PM,FREE,BUSY
03/03/18,01:05 PM,01:05 PM,Phillies at Pirates,LECOM Park - Bradenton,"Local Radio: KDKA-FM 93.7",03/03/18,03/03/18,04:05 PM,04:05 PM,FALSE,TRUE,03/03/18,12:05 PM,12:05 PM,FREE,BUSY
03/08/18,01:05 PM,01:05 PM,Tigers at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT- MLBN",03/08/18,03/08/18,04:05 PM,04:05 PM,FALSE,TRUE,03/08/18,12:05 PM,12:05 PM,FREE,BUSY
03/10/18,01:05 PM,01:05 PM,Braves at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT",03/10/18,03/10/18,04:05 PM,04:05 PM,FALSE,TRUE,03/10/18,12:05 PM,12:05 PM,FREE,BUSY
03/12/18,01:05 PM,01:05 PM,Orioles at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT ----- Local Radio: KDKA-FM 93.7",03/12/18,03/12/18,04:05 PM,04:05 PM,FALSE,TRUE,03/12/18,12:05 PM,12:05 PM,FREE,BUSY
03/14/18,01:05 PM,01:05 PM,Rays at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT ----- Local Radio: KDKA-FM 93.7",03/14/18,03/14/18,04:05 PM,04:05 PM,FALSE,TRUE,03/14/18,12:05 PM,12:05 PM,FREE,BUSY
03/16/18,01:05 PM,01:05 PM,Braves at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT- MLBN",03/16/18,03/16/18,04:05 PM,04:05 PM,FALSE,TRUE,03/16/18,12:05 PM,12:05 PM,FREE,BUSY
03/17/18,01:05 PM,01:05 PM,Twins at Pirates,LECOM Park - Bradenton,"Local TV: ATT SportsNet-PIT ----- Local Radio: KDKA-FM 93.7",03/17/18,03/17/18,04:05 PM,04:05 PM,FALSE,TRUE,03/17/18,12:05 PM,12:05 PM,FREE,BUSY
